institution_id,UNITID,school_id,gss_code,year,Institution_Name,hdg_inst,toc_code,institution_state,hbcu_flag,land_grant_flag,carnegie_code_1994,carnegie_code_2005,carnegie_code_2010,full_school_name,school_name,school_type_code,hdg_code,pt_tot_all_races_v,pt_tot_forgn_v,pt_tot_hisp_v,pt_tot_indian_v,pt_tot_asian_v,pt_tot_black_v,pt_tot_pacific_v,pt_tot_white_v,pt_tot_multi_non_hisp_v,pt_tot_asian_pi_98_v,pt_tot_other_98_v,pt_tot_unknown_v,pt_men_all_races_v,pt_men_forgn_v,pt_men_hisp_v,pt_men_indian_v,pt_men_asian_v,pt_men_black_v,pt_men_pacific_v,pt_men_white_v,pt_men_multi_non_hisp_v,pt_men_asian_pi_98_v,pt_men_other_98_v,pt_men_unknown_v,pt_wmen_all_races_v,pt_wmen_forgn_v,pt_wmen_hisp_v,pt_wmen_indian_v,pt_wmen_asian_v,pt_wmen_black_v,pt_wmen_pacific_v,pt_wmen_white_v,pt_wmen_multi_non_hisp_v,pt_wmen_asian_pi_98_v,pt_wmen_other_98_v,pt_wmen_unknown_v,ft_tot_all_races_v,ft_tot_forgn_v,ft_tot_hisp_v,ft_tot_indian_v,ft_tot_asian_v,ft_tot_black_v,ft_tot_pacific_v,ft_tot_white_v,ft_tot_multi_non_hisp_v,ft_tot_asian_pi_98_v,ft_tot_other_98_v,ft_tot_unknown_v,ft_men_all_races_v,ft_men_forgn_v,ft_men_hisp_v,ft_men_indian_v,ft_men_asian_v,ft_men_black_v,ft_men_pacific_v,ft_men_white_v,ft_men_multi_non_hisp_v,ft_men_asian_pi_98_v,ft_men_other_98_v,ft_men_unknown_v,ft_wmen_all_races_v,ft_wmen_forgn_v,ft_wmen_hisp_v,ft_wmen_indian_v,ft_wmen_asian_v,ft_wmen_black_v,ft_wmen_pacific_v,ft_wmen_white_v,ft_wmen_multi_non_hisp_v,ft_wmen_asian_pi_98_v,ft_wmen_other_98_v,ft_wmen_unknown_v,ft_frst_tot_all_races_v,ft_frst_tot_forgn_v,ft_frst_tot_hisp_v,ft_frst_tot_indian_v,ft_frst_tot_asian_v,ft_frst_tot_black_v,ft_frst_tot_pacific_v,ft_frst_tot_white_v,ft_frst_tot_multi_non_hisp_v,ft_frst_tot_unknown_v,ft_frst_men_all_races_v,ft_frst_men_forgn_v,ft_frst_men_hisp_v,ft_frst_men_indian_v,ft_frst_men_asian_v,ft_frst_men_black_v,ft_frst_men_pacific_v,ft_frst_men_white_v,ft_frst_men_multi_non_hisp_v,ft_frst_men_unknown_v,ft_frst_wmen_all_races_v,ft_frst_wmen_forgn_v,ft_frst_wmen_hisp_v,ft_frst_wmen_indian_v,ft_frst_wmen_asian_v,ft_frst_wmen_black_v,ft_frst_wmen_pacific_v,ft_frst_wmen_white_v,ft_frst_wmen_multi_non_hisp_v,ft_frst_wmen_unknown_v
734,164924,903,203,1983,Boston College,1,2,MA,0,0,D1,16,16,Boston College,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,31,19,0,0,,0,,12,,0,,0,19,,,,,,,,,,,,12,,,,,,,,,,,,10,,,,,,,,,,7,,,,,,,,,,3,,,,,,,,,
734,164924,903,302,1983,Boston College,1,2,MA,0,0,D1,16,16,Boston College,Graduate School,G,2,4,0,0,0,,0,,4,,0,,0,4,,,,,,,,,,,,0,,,,,,,,,,,,52,1,0,0,,1,,49,,1,,0,46,,,,,,,,,,,,6,,,,,,,,,,,,21,,,,,,,,,,15,,,,,,,,,,6,,,,,,,,,
734,164924,903,402,1983,Boston College,1,2,MA,0,0,D1,16,16,Boston College,Graduate School,G,2,1,0,0,0,,0,,1,,0,,0,0,,,,,,,,,,,,1,,,,,,,,,,,,11,1,0,0,,0,,10,,0,,0,4,,,,,,,,,,,,7,,,,,,,,,,,,7,,,,,,,,,,1,,,,,,,,,,6,,,,,,,,,
734,164924,903,603,1983,Boston College,1,2,MA,0,0,D1,16,16,Boston College,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,40,7,1,0,,1,,31,,0,,0,20,,,,,,,,,,,,20,,,,,,,,,,,,15,,,,,,,,,,7,,,,,,,,,,8,,,,,,,,,
734,164924,903,719,1983,Boston College,1,2,MA,0,0,D1,16,16,Boston College,Graduate School,G,2,15,0,0,0,,0,,15,,0,,0,1,,,,,,,,,,,,14,,,,,,,,,,,,58,1,0,0,,0,,57,,0,,0,4,,,,,,,,,,,,54,,,,,,,,,,,,58,,,,,,,,,,4,,,,,,,,,,54,,,,,,,,,
734,164924,903,801,1983,Boston College,1,2,MA,0,0,D1,16,16,Boston College,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,24,0,0,0,,3,,21,,0,,0,12,,,,,,,,,,,,12,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
734,164924,903,903,1983,Boston College,1,2,MA,0,0,D1,16,16,Boston College,Graduate School,G,1,1,0,0,0,,0,,1,,0,,0,0,,,,,,,,,,,,1,,,,,,,,,,,,45,5,1,0,,1,,38,,0,,0,31,,,,,,,,,,,,14,,,,,,,,,,,,12,,,,,,,,,,9,,,,,,,,,,3,,,,,,,,,
734,164924,903,907,1983,Boston College,1,2,MA,0,0,D1,16,16,Boston College,Graduate School,G,1,6,0,0,0,,0,,6,,0,,0,3,,,,,,,,,,,,3,,,,,,,,,,,,33,0,1,0,,1,,31,,0,,0,25,,,,,,,,,,,,8,,,,,,,,,,,,6,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,
734,164924,903,908,1983,Boston College,1,2,MA,0,0,D1,16,16,Boston College,Graduate School,G,1,51,8,2,0,,3,,38,,0,,0,27,,,,,,,,,,,,24,,,,,,,,,,,,60,6,1,0,,0,,53,,0,,0,31,,,,,,,,,,,,29,,,,,,,,,,,,15,,,,,,,,,,6,,,,,,,,,,9,,,,,,,,,
735,164988,904,114,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,89,5,3,0,,2,,75,,4,,0,69,,,,,,,,,,,,20,,,,,,,,,,,,110,34,1,0,,6,,62,,5,,2,67,,,,,,,,,,,,43,,,,,,,,,,,,51,,,,,,,,,,36,,,,,,,,,,15,,,,,,,,,
735,164988,904,201,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,1,1,0,0,,0,,0,,0,,0,1,,,,,,,,,,,,0,,,,,,,,,,,,10,2,0,0,,0,,8,,0,,0,8,,,,,,,,,,,,2,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,904,202,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,7,2,0,0,,0,,5,,0,,0,3,,,,,,,,,,,,4,,,,,,,,,,,,66,21,1,0,,0,,30,,2,,12,51,,,,,,,,,,,,15,,,,,,,,,,,,8,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,
735,164988,904,203,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,1,0,0,0,,0,,1,,0,,0,1,,,,,,,,,,,,0,,,,,,,,,,,,43,18,0,0,,0,,24,,1,,0,32,,,,,,,,,,,,11,,,,,,,,,,,,13,,,,,,,,,,9,,,,,,,,,,4,,,,,,,,,
735,164988,904,302,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,8,0,0,0,,0,,8,,0,,0,7,,,,,,,,,,,,1,,,,,,,,,,,,17,0,0,0,,0,,16,,1,,0,13,,,,,,,,,,,,4,,,,,,,,,,,,7,,,,,,,,,,6,,,,,,,,,,1,,,,,,,,,
735,164988,904,401,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,12,0,0,0,,0,,12,,0,,0,6,,,,,,,,,,,,6,,,,,,,,,,,,10,1,0,0,,0,,7,,0,,2,5,,,,,,,,,,,,5,,,,,,,,,,,,6,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,
735,164988,904,402,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,42,4,0,0,,0,,34,,4,,0,24,,,,,,,,,,,,18,,,,,,,,,,,,60,14,0,0,,0,,36,,0,,10,40,,,,,,,,,,,,20,,,,,,,,,,,,10,,,,,,,,,,7,,,,,,,,,,3,,,,,,,,,
735,164988,904,603,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,24,5,0,0,,0,,19,,0,,0,10,,,,,,,,,,,,14,,,,,,,,,,,,91,1,1,0,,0,,71,,5,,13,54,,,,,,,,,,,,37,,,,,,,,,,,,11,,,,,,,,,,7,,,,,,,,,,4,,,,,,,,,
735,164988,904,719,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,197,0,1,0,,2,,194,,0,,0,7,,,,,,,,,,,,190,,,,,,,,,,,,166,7,1,0,,1,,157,,0,,0,7,,,,,,,,,,,,159,,,,,,,,,,,,62,,,,,,,,,,2,,,,,,,,,,60,,,,,,,,,
735,164988,904,801,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,42,3,1,0,,2,,36,,0,,0,22,,,,,,,,,,,,20,,,,,,,,,,,,160,13,5,0,,10,,105,,4,,23,67,,,,,,,,,,,,93,,,,,,,,,,,,34,,,,,,,,,,15,,,,,,,,,,19,,,,,,,,,
735,164988,904,902,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,19,0,1,0,,0,,18,,0,,0,10,,,,,,,,,,,,9,,,,,,,,,,,,48,7,0,0,,0,,38,,0,,3,16,,,,,,,,,,,,32,,,,,,,,,,,,10,,,,,,,,,,2,,,,,,,,,,8,,,,,,,,,
735,164988,904,903,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,16,7,0,0,,1,,8,,0,,0,10,,,,,,,,,,,,6,,,,,,,,,,,,184,130,3,0,,0,,34,,0,,17,144,,,,,,,,,,,,40,,,,,,,,,,,,60,,,,,,,,,,50,,,,,,,,,,10,,,,,,,,,
735,164988,904,904,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,8,0,1,0,,0,,7,,0,,0,7,,,,,,,,,,,,1,,,,,,,,,,,,29,10,0,0,,1,,18,,0,,0,17,,,,,,,,,,,,12,,,,,,,,,,,,6,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,
735,164988,904,906,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,1,0,0,0,,0,,1,,0,,0,0,,,,,,,,,,,,1,,,,,,,,,,,,10,1,0,0,,0,,9,,0,,0,4,,,,,,,,,,,,6,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,
735,164988,904,907,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,11,2,0,0,,0,,9,,0,,0,7,,,,,,,,,,,,4,,,,,,,,,,,,40,14,1,0,,0,,14,,1,,10,30,,,,,,,,,,,,10,,,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,,
735,164988,904,908,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, Graduate School",Graduate School,G,1,28,1,1,0,,1,,25,,0,,0,12,,,,,,,,,,,,16,,,,,,,,,,,,97,12,3,0,,1,,70,,0,,11,51,,,,,,,,,,,,46,,,,,,,,,,,,6,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,
735,164988,906,601,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,1,1,0,0,0,,0,,1,,0,,0,1,,,,,,,,,,,,0,,,,,,,,,,,,7,1,0,0,,0,,6,,0,,0,3,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,
735,164988,906,602,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,1,7,1,0,0,,0,,6,,0,,0,4,,,,,,,,,,,,3,,,,,,,,,,,,65,7,1,0,,0,,56,,1,,0,39,,,,,,,,,,,,26,,,,,,,,,,,,23,,,,,,,,,,9,,,,,,,,,,14,,,,,,,,,
735,164988,906,605,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,611,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,1,3,1,0,0,,0,,2,,0,,0,2,,,,,,,,,,,,1,,,,,,,,,,,,28,4,0,0,,0,,22,,2,,0,17,,,,,,,,,,,,11,,,,,,,,,,,,8,,,,,,,,,,6,,,,,,,,,,2,,,,,,,,,
735,164988,906,613,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,9,5,0,0,,0,,4,,0,,0,5,,,,,,,,,,,,4,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
735,164988,906,614,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,13,1,0,0,,0,,12,,0,,0,9,,,,,,,,,,,,4,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,
735,164988,906,615,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,14,1,0,0,,0,,13,,0,,0,12,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,
735,164988,906,701,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,702,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,704,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,705,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,706,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,707,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,708,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,709,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,710,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,711,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,712,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,2,226,5,1,0,,2,,211,,3,,4,92,,,,,,,,,,,,134,,,,,,,,,,,,45,2,0,0,,2,,40,,1,,0,13,,,,,,,,,,,,32,,,,,,,,,,,,22,,,,,,,,,,6,,,,,,,,,,16,,,,,,,,,
735,164988,906,713,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,714,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,715,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,716,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,906,717,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,35,3,0,0,,1,,31,,0,,0,25,,,,,,,,,,,,10,,,,,,,,,,,,7,,,,,,,,,,5,,,,,,,,,,2,,,,,,,,,
735,164988,906,722,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
735,164988,907,612,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Dentistry",School of Dentistry,D,1,2,1,0,0,,0,,1,,0,,0,0,,,,,,,,,,,,2,,,,,,,,,,,,4,1,0,0,,0,,2,,1,,0,2,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,
735,164988,907,712,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Dentistry",School of Dentistry,D,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,9,2,1,0,,1,,5,,0,,0,4,,,,,,,,,,,,5,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,
735,164988,907,718,1983,Boston University,1,2,MA,0,0,R1,15,15,"Boston University, School of Dentistry",School of Dentistry,D,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,6,1,0,0,,0,,5,,0,,0,4,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
736,165015,908,202,1983,Brandeis University,1,2,MA,0,0,R2,15,15,Brandeis University,Graduate School,G,1,3,0,0,0,,0,,3,,0,,0,2,,,,,,,,,,,,1,,,,,,,,,,,,51,20,2,1,,0,,26,,2,,0,34,,,,,,,,,,,,17,,,,,,,,,,,,14,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,
736,165015,908,203,1983,Brandeis University,1,2,MA,0,0,R2,15,15,Brandeis University,Graduate School,G,1,2,0,0,0,,0,,2,,0,,0,0,,,,,,,,,,,,2,,,,,,,,,,,,38,20,0,0,,0,,17,,1,,0,30,,,,,,,,,,,,8,,,,,,,,,,,,12,,,,,,,,,,10,,,,,,,,,,2,,,,,,,,,
736,165015,908,402,1983,Brandeis University,1,2,MA,0,0,R2,15,15,Brandeis University,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,37,24,0,0,,0,,13,,0,,0,28,,,,,,,,,,,,9,,,,,,,,,,,,11,,,,,,,,,,8,,,,,,,,,,3,,,,,,,,,
736,165015,908,602,1983,Brandeis University,1,2,MA,0,0,R2,15,15,Brandeis University,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,47,5,0,0,,0,,40,,2,,0,32,,,,,,,,,,,,15,,,,,,,,,,,,11,,,,,,,,,,9,,,,,,,,,,2,,,,,,,,,
736,165015,908,603,1983,Brandeis University,1,2,MA,0,0,R2,15,15,Brandeis University,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,42,7,1,0,,1,,31,,2,,0,20,,,,,,,,,,,,22,,,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,,
736,165015,908,605,1983,Brandeis University,1,2,MA,0,0,R2,15,15,Brandeis University,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,14,5,0,0,,0,,9,,0,,0,7,,,,,,,,,,,,7,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,0,,,,,,,,,
736,165015,908,607,1983,Brandeis University,1,2,MA,0,0,R2,15,15,Brandeis University,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,7,5,0,0,,0,,2,,0,,0,7,,,,,,,,,,,,0,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,0,,,,,,,,,
736,165015,908,801,1983,Brandeis University,1,2,MA,0,0,R2,15,15,Brandeis University,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,22,3,0,0,,0,,19,,0,,0,9,,,,,,,,,,,,13,,,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,,
736,165015,908,902,1983,Brandeis University,1,2,MA,0,0,R2,15,15,Brandeis University,Graduate School,G,1,1,1,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,1,,,,,,,,,,,,12,2,0,0,,0,,10,,0,,0,4,,,,,,,,,,,,8,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,
736,165015,908,907,1983,Brandeis University,1,2,MA,0,0,R2,15,15,Brandeis University,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,21,5,0,0,,0,,16,,0,,0,12,,,,,,,,,,,,9,,,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,
736,165015,908,908,1983,Brandeis University,1,2,MA,0,0,R2,15,15,Brandeis University,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,21,6,2,0,,1,,12,,0,,0,8,,,,,,,,,,,,13,,,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,,
737,165334,909,202,1983,Clark University,1,2,MA,0,0,D2,16,16,Clark University,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,21,7,0,0,,0,,14,,0,,0,13,,,,,,,,,,,,8,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,
737,165334,909,203,1983,Clark University,1,2,MA,0,0,D2,16,16,Clark University,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,11,6,0,0,,0,,5,,0,,0,10,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,0,,,,,,,,,
737,165334,909,304,1983,Clark University,1,2,MA,0,0,D2,16,16,Clark University,Graduate School,G,2,2,0,0,0,,0,,2,,0,,0,1,,,,,,,,,,,,1,,,,,,,,,,,,8,2,0,1,,0,,5,,0,,0,2,,,,,,,,,,,,6,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,
737,165334,909,402,1983,Clark University,1,2,MA,0,0,D2,16,16,Clark University,Graduate School,G,1,1,0,0,0,,0,,1,,0,,0,1,,,,,,,,,,,,0,,,,,,,,,,,,3,0,0,0,,0,,3,,0,,0,3,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
737,165334,909,603,1983,Clark University,1,2,MA,0,0,D2,16,16,Clark University,Graduate School,G,1,2,0,0,0,,0,,2,,0,,0,2,,,,,,,,,,,,0,,,,,,,,,,,,16,3,0,0,,1,,12,,0,,0,7,,,,,,,,,,,,9,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,
737,165334,909,801,1983,Clark University,1,2,MA,0,0,D2,16,16,Clark University,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,31,4,1,0,,1,,25,,0,,0,14,,,,,,,,,,,,17,,,,,,,,,,,,7,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,
